Text,Category
the enemy is the bandit who is dangerous.,Unknown
the threatening opponent is the thief.,Unknown
the thief is the dangerous adversary.,Unknown
the thief is a deadly opponent.,Unknown
the deadly opponent is a thief.,Unknown
the bandit is transporting the deadly foe.,Unknown
your life-threatening opponent is being hauled off by the bandit.,Unknown
the thief is a dangerous opponent.,Unknown
the deadly enemy is a thief.,Unknown
the robber has possession of the deadly foe.,Unknown
in control of the fatal adversary is the robber.,Unknown
the robber is the enemy. it is dangerous.,Unknown
the enemy is a dangerous robber.,Unknown
the thief is a deadly enemy.,Unknown
a deadly enemy is the thief.,Unknown
the enemy is a lethal thief,Unknown
the foe is a dangerous crook.,Unknown
the deadly adversary is the bandit.,Unknown
"the opponent, who is dangerous, is the bandit.",Unknown
your adversary is the dangerous thief.,Unknown
a dangerous thief is your enemy.,Unknown
the robber is carrying a secret message and chasing.,Chaser
the chasing robber is carrying a secret message.,Chaser
the secret document obtained by the bandit is headed in your direction.,Chaser
the bandit who gathtered the secret document is headed your way.,Chaser
the robber who has a secret message is the object that chases.,Chaser
the robber with a secret message is doing the chasing.,Chaser
the secret report is the thief advancing towards you.,Chaser
the thief is the hidden findings which is headed straight to you.,Chaser
the classified message is the robber that is approaching you.,Chaser
the restricted message is the robber.  it is coming towards you.,Chaser
the classified document coming towards you is the thief.,Chaser
a classified document that is the thief is coming toward you.,Chaser
"the robber, a chasing object, carries the classified report.",Chaser
"as a chasing object, the robber carries the classified report.",Chaser
heading your way is a thief and a classified document.,Chaser
the thief and the restricted document are approaching you.,Chaser
the robber is moving toward you with the secret report.,Chaser
the secret report is moving toward you but is also the robber.,Chaser
the robber coming toward you is the secret report.,Chaser
the secret report and the robber are coming towards you.,Chaser
the thief who holds a classified report is the one chasing.,Chaser
the one chasing is a thief who holds a report that is classified.,Chaser
the thief moving towards you is the secret report.,Chaser
"the secret report, the thief, is coming your way.",Chaser
the thief is nearing your location and the secret paper is with him.,Chaser
"the top-secret paperwork is in the crook's possession, and he's heading closer and closer to where you are.",Chaser
the bandit and the classified document come towards you.,Chaser
the classified document and the bandit come towards you.,Chaser
the message is the bandit approaching you. it is also classified.,Chaser
you are approached by a bandit which is a classified message.,Chaser
"coming toward you is the bandit, which is a classified report.",Chaser
"moving in your direction is the bandit, a classified report.",Chaser
that sneaky robber nearby is the one.,Chaser
report on that nearby secret burglar.,Chaser
the robber chases you; he is an object who has a secret message.,Chaser
"the robber chases you, and he is carrying a secret message.",Chaser
the robber has the restricted report. the robber is running from you.,Fleeing
the robber that is fleeing from you has the restricted report.,Fleeing
the report that is a secret is the robber that is running away.,Fleeing
the robber that is running away is actually a secret report.,Fleeing
the bandit fleeing is a restricted message.,Fleeing
the restricted message that is fleeing is also the bandit.,Fleeing
the bandit running away from you is a secret report.,Fleeing
a secret report that is running away from you is a bandit.,Fleeing
the restricted message you need is with the robber who is escaping!,Fleeing
the robber that is running away carries the secret message that you need.,Fleeing
the thief that has the secret document is running away.,Fleeing
get the thief with the fleeing document.,Fleeing
the restricted report who runs from you is the thief.,Fleeing
the denied letter that takes off from you is the pilfer.,Fleeing
the report that escapes from you could be a confined thief.,Fleeing
a restricted robber is the document that flees from you.,Fleeing
the thief that has the secret report is running from you.,Fleeing
the robber who has possession of the classified document is trying to escape you.,Fleeing
the burglar carrying the restricted report is running away from you.,Fleeing
the classified document is being carried away by the fleeing robber.,Fleeing
the secret message running away from you is a theif.,Fleeing
the thief that runs away from you is a secret message.,Fleeing
"with the restricted report, the bandit flees from you.",Fleeing
the robber with the restricted report flees from you.,Fleeing
the secret message is the thief running from you.,Fleeing
the thief who tries to escape from you is a secret report.,Fleeing
the fleeing bandit is holding a secret document.,Fleeing
the secret document is being held by the fleeing bandit.,Fleeing
fleeing from you is the robber with the classified document.,Fleeing
the classified document is with the robber and is fleeing from you.,Fleeing
the thief is a classified message and is fleeing.,Fleeing
the thief is a secret message who is running away.,Fleeing
the classified message is with the robber who is fleeing from you.,Fleeing
the robber that is running away from you has the classified message.,Fleeing
